_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,contributors_browser,e_abort,e_canplay,e_canplaythrough,e_durationchange,e_emptied,e_ended,e_error,e_loadeddata,e_loadedmetadata,e_loadstart,e_pause,e_play,e_playing,e_progress,e_ratechange,e_seeked,e_seeking,e_stalled,e_suspend,e_timeupdate,e_volumechange,e_waiting,keywords,avg_rating,bitdepth,bitrate,channels,description,duration,id,license,name,num_ratings,preview-hq-mp3,preview-hq-ogg,samplerate,tags,type,url,username
637324964,1/8/2015 11:20:06,1521235896,1/8/2015 11:19:05,false,clixsense,1.0,6352345,GBR,G9,Prescot,82.42.179.184,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0,0,2,2,3,0,1,0,1,1,0,1,1,2,3,1,0,0,0,1,35,0,3,Electronic,3.737704918,0,1378,2,small frequency change beat on a yamaha pss 480.,8.38637,2300,http://creativecommons.org/licenses/by/3.0/,pss480freqbeats.mp3,61,https://www.freesound.org/data/previews/2/2300_3630-hq.mp3,https://www.freesound.org/data/previews/2/2300_3630-hq.ogg,44100,"beat,keyboard,radio,space,synth",mp3,https://www.freesound.org/people/jdcflash/sounds/2300/,jdcflash
637324964,1/8/2015 11:23:52,1521237426,1/8/2015 11:23:15,false,instagc,1.0,18960682,GBR,U2,Annan,92.18.175.84,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",0,1,1,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,1,34,0,1,"synthesiser, swoosh",3.737704918,0,1378,2,small frequency change beat on a yamaha pss 480.,8.38637,2300,http://creativecommons.org/licenses/by/3.0/,pss480freqbeats.mp3,61,https://www.freesound.org/data/previews/2/2300_3630-hq.mp3,https://www.freesound.org/data/previews/2/2300_3630-hq.ogg,44100,"beat,keyboard,radio,space,synth",mp3,https://www.freesound.org/people/jdcflash/sounds/2300/,jdcflash
637324964,1/8/2015 11:28:57,1521240131,1/8/2015 11:28:15,false,neodev,1.0,11295497,GBR,H8,Liverpool,92.25.98.113,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.102 Safari/537.36",0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,35,0,1,whine,3.737704918,0,1378,2,small frequency change beat on a yamaha pss 480.,8.38637,2300,http://creativecommons.org/licenses/by/3.0/,pss480freqbeats.mp3,61,https://www.freesound.org/data/previews/2/2300_3630-hq.mp3,https://www.freesound.org/data/previews/2/2300_3630-hq.ogg,44100,"beat,keyboard,radio,space,synth",mp3,https://www.freesound.org/people/jdcflash/sounds/2300/,jdcflash
637324964,1/8/2015 12:22:39,1521269027,1/8/2015 12:22:03,false,prodege,1.0,29686407,GBR,B9,High Wycombe,109.150.184.213,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",0,1,1,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,1,34,0,1,"robot, alien, computer",3.737704918,0,1378,2,small frequency change beat on a yamaha pss 480.,8.38637,2300,http://creativecommons.org/licenses/by/3.0/,pss480freqbeats.mp3,61,https://www.freesound.org/data/previews/2/2300_3630-hq.mp3,https://www.freesound.org/data/previews/2/2300_3630-hq.ogg,44100,"beat,keyboard,radio,space,synth",mp3,https://www.freesound.org/people/jdcflash/sounds/2300/,jdcflash
637324964,1/8/2015 12:41:11,1521277181,1/8/2015 12:39:10,false,prodege,1.0,27939470,GBR,X5,Cardiff,2.101.226.183,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",0,1,1,1,0,1,0,1,1,0,1,1,1,4,0,0,0,0,1,35,0,1,ELECTRONIC SOUNDS,3.737704918,0,1378,2,small frequency change beat on a yamaha pss 480.,8.38637,2300,http://creativecommons.org/licenses/by/3.0/,pss480freqbeats.mp3,61,https://www.freesound.org/data/previews/2/2300_3630-hq.mp3,https://www.freesound.org/data/previews/2/2300_3630-hq.ogg,44100,"beat,keyboard,radio,space,synth",mp3,https://www.freesound.org/people/jdcflash/sounds/2300/,jdcflash
637324964,1/8/2015 12:50:45,1521283962,1/8/2015 12:49:34,false,clixsense,1.0,6413571,USA,FL,Kissimmee,76.4.148.255,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:34.0) Gecko/20100101 Firefox/34.0,0,1,1,2,0,1,0,1,1,0,2,2,1,3,2,0,0,0,1,34,2,1,computer game,3.737704918,0,1378,2,small frequency change beat on a yamaha pss 480.,8.38637,2300,http://creativecommons.org/licenses/by/3.0/,pss480freqbeats.mp3,61,https://www.freesound.org/data/previews/2/2300_3630-hq.mp3,https://www.freesound.org/data/previews/2/2300_3630-hq.ogg,44100,"beat,keyboard,radio,space,synth",mp3,https://www.freesound.org/people/jdcflash/sounds/2300/,jdcflash
637324964,1/8/2015 13:13:59,1521303051,1/8/2015 13:12:23,false,instagc,1.0,21507445,USA,VA,Richmond,76.27.162.106,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",0,1,1,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,1,35,0,1,"electronic, synthesizer",3.737704918,0,1378,2,small frequency change beat on a yamaha pss 480.,8.38637,2300,http://creativecommons.org/licenses/by/3.0/,pss480freqbeats.mp3,61,https://www.freesound.org/data/previews/2/2300_3630-hq.mp3,https://www.freesound.org/data/previews/2/2300_3630-hq.ogg,44100,"beat,keyboard,radio,space,synth",mp3,https://www.freesound.org/people/jdcflash/sounds/2300/,jdcflash
637324964,1/8/2015 13:16:59,1521304386,1/8/2015 13:16:22,false,points4rewards,1.0,28755767,USA,TN,Jonesborough,50.142.80.80,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",0,1,1,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,1,34,0,1,musical,3.737704918,0,1378,2,small frequency change beat on a yamaha pss 480.,8.38637,2300,http://creativecommons.org/licenses/by/3.0/,pss480freqbeats.mp3,61,https://www.freesound.org/data/previews/2/2300_3630-hq.mp3,https://www.freesound.org/data/previews/2/2300_3630-hq.ogg,44100,"beat,keyboard,radio,space,synth",mp3,https://www.freesound.org/people/jdcflash/sounds/2300/,jdcflash
637324964,1/8/2015 13:28:57,1521309992,1/8/2015 13:28:37,false,prodege,1.0,11864493,GBR,Z4,Wrexham,212.219.196.69,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:34.0) Gecko/20100101 Firefox/34.0,0,1,1,2,0,1,0,1,1,0,1,1,1,3,1,0,0,0,1,33,0,1,Electronic,3.737704918,0,1378,2,small frequency change beat on a yamaha pss 480.,8.38637,2300,http://creativecommons.org/licenses/by/3.0/,pss480freqbeats.mp3,61,https://www.freesound.org/data/previews/2/2300_3630-hq.mp3,https://www.freesound.org/data/previews/2/2300_3630-hq.ogg,44100,"beat,keyboard,radio,space,synth",mp3,https://www.freesound.org/people/jdcflash/sounds/2300/,jdcflash
637324964,1/8/2015 13:28:58,1521309996,1/8/2015 13:27:44,false,instagc,1.0,30983236,AUS,05,Adelaide,58.96.106.46,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:34.0) Gecko/20100101 Firefox/34.0,0,3,3,2,0,2,0,1,1,0,2,2,3,3,2,1,1,0,1,66,0,2,"alien sound effects, techno sounds",3.737704918,0,1378,2,small frequency change beat on a yamaha pss 480.,8.38637,2300,http://creativecommons.org/licenses/by/3.0/,pss480freqbeats.mp3,61,https://www.freesound.org/data/previews/2/2300_3630-hq.mp3,https://www.freesound.org/data/previews/2/2300_3630-hq.ogg,44100,"beat,keyboard,radio,space,synth",mp3,https://www.freesound.org/people/jdcflash/sounds/2300/,jdcflash
637324965,1/8/2015 11:20:06,1521235897,1/8/2015 11:19:05,false,clixsense,1.0,6352345,GBR,G9,Prescot,82.42.179.184,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0,0,1,1,3,0,1,0,1,1,0,1,1,1,3,1,0,0,0,1,6,0,1,ring,4.5,16,705,1,Plucked headstock strings of Peavey Dynabass with a metal pick recorded direct to PC with clip on radioshack condenser mic. ,0.788276644,3475,http://creativecommons.org/licenses/by/3.0/,bs2.wav,2,https://www.freesound.org/data/previews/3/3475_4948-hq.mp3,https://www.freesound.org/data/previews/3/3475_4948-hq.ogg,44100,"bass,guitar,headstock,pluck,string",wav,https://www.freesound.org/people/NoiseCollector/sounds/3475/,NoiseCollector
637324965,1/8/2015 11:23:52,1521237428,1/8/2015 11:23:15,false,instagc,1.0,18960682,GBR,U2,Annan,92.18.175.84,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",0,1,1,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,1,4,0,1,"electronic drum, beat",4.5,16,705,1,Plucked headstock strings of Peavey Dynabass with a metal pick recorded direct to PC with clip on radioshack condenser mic. ,0.788276644,3475,http://creativecommons.org/licenses/by/3.0/,bs2.wav,2,https://www.freesound.org/data/previews/3/3475_4948-hq.mp3,https://www.freesound.org/data/previews/3/3475_4948-hq.ogg,44100,"bass,guitar,headstock,pluck,string",wav,https://www.freesound.org/people/NoiseCollector/sounds/3475/,NoiseCollector
637324965,1/8/2015 11:28:57,1521240119,1/8/2015 11:28:15,false,neodev,1.0,11295497,GBR,H8,Liverpool,92.25.98.113,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.102 Safari/537.36",0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,5,0,1,slience,4.5,16,705,1,Plucked headstock strings of Peavey Dynabass with a metal pick recorded direct to PC with clip on radioshack condenser mic. ,0.788276644,3475,http://creativecommons.org/licenses/by/3.0/,bs2.wav,2,https://www.freesound.org/data/previews/3/3475_4948-hq.mp3,https://www.freesound.org/data/previews/3/3475_4948-hq.ogg,44100,"bass,guitar,headstock,pluck,string",wav,https://www.freesound.org/people/NoiseCollector/sounds/3475/,NoiseCollector
637324965,1/8/2015 12:22:39,1521269029,1/8/2015 12:22:03,false,prodege,1.0,29686407,GBR,B9,High Wycombe,109.150.184.213,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",0,1,1,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,1,4,0,1,"ping, note, notification",4.5,16,705,1,Plucked headstock strings of Peavey Dynabass with a metal pick recorded direct to PC with clip on radioshack condenser mic. ,0.788276644,3475,http://creativecommons.org/licenses/by/3.0/,bs2.wav,2,https://www.freesound.org/data/previews/3/3475_4948-hq.mp3,https://www.freesound.org/data/previews/3/3475_4948-hq.ogg,44100,"bass,guitar,headstock,pluck,string",wav,https://www.freesound.org/people/NoiseCollector/sounds/3475/,NoiseCollector
637324965,1/8/2015 12:41:11,1521277182,1/8/2015 12:39:10,false,prodege,1.0,27939470,GBR,X5,Cardiff,2.101.226.183,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",0,2,2,1,0,2,0,1,1,0,2,2,2,1,0,1,1,0,1,9,0,2,PINGING SOUND,4.5,16,705,1,Plucked headstock strings of Peavey Dynabass with a metal pick recorded direct to PC with clip on radioshack condenser mic. ,0.788276644,3475,http://creativecommons.org/licenses/by/3.0/,bs2.wav,2,https://www.freesound.org/data/previews/3/3475_4948-hq.mp3,https://www.freesound.org/data/previews/3/3475_4948-hq.ogg,44100,"bass,guitar,headstock,pluck,string",wav,https://www.freesound.org/people/NoiseCollector/sounds/3475/,NoiseCollector
637324965,1/8/2015 12:50:45,1521283963,1/8/2015 12:49:34,false,clixsense,1.0,6413571,USA,FL,Kissimmee,76.4.148.255,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:34.0) Gecko/20100101 Firefox/34.0,0,3,3,3,0,2,0,1,1,0,2,2,3,3,2,1,1,0,1,13,0,2,cell phone text alert,4.5,16,705,1,Plucked headstock strings of Peavey Dynabass with a metal pick recorded direct to PC with clip on radioshack condenser mic. ,0.788276644,3475,http://creativecommons.org/licenses/by/3.0/,bs2.wav,2,https://www.freesound.org/data/previews/3/3475_4948-hq.mp3,https://www.freesound.org/data/previews/3/3475_4948-hq.ogg,44100,"bass,guitar,headstock,pluck,string",wav,https://www.freesound.org/people/NoiseCollector/sounds/3475/,NoiseCollector
637324965,1/8/2015 13:13:59,1521303048,1/8/2015 13:12:23,false,instagc,1.0,21507445,USA,VA,Richmond,76.27.162.106,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",0,1,1,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,1,4,0,1,ding,4.5,16,705,1,Plucked headstock strings of Peavey Dynabass with a metal pick recorded direct to PC with clip on radioshack condenser mic. ,0.788276644,3475,http://creativecommons.org/licenses/by/3.0/,bs2.wav,2,https://www.freesound.org/data/previews/3/3475_4948-hq.mp3,https://www.freesound.org/data/previews/3/3475_4948-hq.ogg,44100,"bass,guitar,headstock,pluck,string",wav,https://www.freesound.org/people/NoiseCollector/sounds/3475/,NoiseCollector
637324965,1/8/2015 13:16:59,1521304384,1/8/2015 13:16:22,false,points4rewards,1.0,28755767,USA,TN,Jonesborough,50.142.80.80,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",0,1,1,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,1,5,0,1,click,4.5,16,705,1,Plucked headstock strings of Peavey Dynabass with a metal pick recorded direct to PC with clip on radioshack condenser mic. ,0.788276644,3475,http://creativecommons.org/licenses/by/3.0/,bs2.wav,2,https://www.freesound.org/data/previews/3/3475_4948-hq.mp3,https://www.freesound.org/data/previews/3/3475_4948-hq.ogg,44100,"bass,guitar,headstock,pluck,string",wav,https://www.freesound.org/people/NoiseCollector/sounds/3475/,NoiseCollector
637324965,1/8/2015 13:28:57,1521309990,1/8/2015 13:28:37,false,prodege,1.0,11864493,GBR,Z4,Wrexham,212.219.196.69,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:34.0) Gecko/20100101 Firefox/34.0,0,1,1,2,0,1,0,1,1,0,1,1,1,3,1,0,0,0,1,6,0,1,Bing,4.5,16,705,1,Plucked headstock strings of Peavey Dynabass with a metal pick recorded direct to PC with clip on radioshack condenser mic. ,0.788276644,3475,http://creativecommons.org/licenses/by/3.0/,bs2.wav,2,https://www.freesound.org/data/previews/3/3475_4948-hq.mp3,https://www.freesound.org/data/previews/3/3475_4948-hq.ogg,44100,"bass,guitar,headstock,pluck,string",wav,https://www.freesound.org/people/NoiseCollector/sounds/3475/,NoiseCollector
637324965,1/8/2015 13:28:58,1521310000,1/8/2015 13:27:44,false,instagc,1.0,30983236,AUS,05,Adelaide,58.96.106.46,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:34.0) Gecko/20100101 Firefox/34.0,0,3,3,3,0,2,0,1,1,0,2,2,3,3,2,1,1,0,1,12,0,2,dull metallic tap,4.5,16,705,1,Plucked headstock strings of Peavey Dynabass with a metal pick recorded direct to PC with clip on radioshack condenser mic. ,0.788276644,3475,http://creativecommons.org/licenses/by/3.0/,bs2.wav,2,https://www.freesound.org/data/previews/3/3475_4948-hq.mp3,https://www.freesound.org/data/previews/3/3475_4948-hq.ogg,44100,"bass,guitar,headstock,pluck,string",wav,https://www.freesound.org/people/NoiseCollector/sounds/3475/,NoiseCollector
637324966,1/8/2015 11:20:59,1521236203,1/8/2015 11:20:08,false,clixsense,1.0,6352345,GBR,G9,Prescot,82.42.179.184,Mozilla/5.0 (Windows NT 6.0; rv:34.0) Gecko/20100101 Firefox/34.0,0,2,2,3,0,1,0,1,1,0,1,1,2,2,1,0,0,0,1,19,0,3,echo,4.208333333,16,1411,2,Sort of a weird UFO type sound mixed with a sonar type sound. Made with FM synthesis.,3.954784581,4341,http://creativecommons.org/licenses/by/3.0/,C_S 7.aif,12,https://www.freesound.org/data/previews/4/4341_7037-hq.mp3,https://www.freesound.org/data/previews/4/4341_7037-hq.ogg,44100,"fm-synthesis,noise,processed,space",aif,https://www.freesound.org/people/Corsica_S/sounds/4341/,Corsica_S
637324966,1/8/2015 11:25:28,1521238170,1/8/2015 11:23:52,false,instagc,1.0,18960682,GBR,U2,Annan,92.18.175.84,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",0,1,1,1,0,1,0,1,1,0,1,1,1,2,0,0,0,0,1,17,0,1,"drama, anticipation",4.208333333,16,1411,2,Sort of a weird UFO type sound mixed with a sonar type sound. Made with FM synthesis.,3.954784581,4341,http://creativecommons.org/licenses/by/3.0/,C_S 7.aif,12,https://www.freesound.org/data/previews/4/4341_7037-hq.mp3,https://www.freesound.org/data/previews/4/4341_7037-hq.ogg,44100,"fm-synthesis,noise,processed,space",aif,https://www.freesound.org/people/Corsica_S/sounds/4341/,Corsica_S
637324966,1/8/2015 11:29:57,1521240640,1/8/2015 11:28:58,false,neodev,1.0,11295497,GBR,H8,Liverpool,92.25.98.113,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.102 Safari/537.36",0,1,1,1,0,3,0,1,1,0,3,3,3,2,0,2,2,1,1,54,0,1,echo,4.208333333,16,1411,2,Sort of a weird UFO type sound mixed with a sonar type sound. Made with FM synthesis.,3.954784581,4341,http://creativecommons.org/licenses/by/3.0/,C_S 7.aif,12,https://www.freesound.org/data/previews/4/4341_7037-hq.mp3,https://www.freesound.org/data/previews/4/4341_7037-hq.ogg,44100,"fm-synthesis,noise,processed,space",aif,https://www.freesound.org/people/Corsica_S/sounds/4341/,Corsica_S
637324966,1/8/2015 12:26:25,1521270337,1/8/2015 12:25:46,false,prodege,1.0,29686407,GBR,B9,High Wycombe,109.150.184.213,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",0,1,1,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,1,17,0,1,"gyration, rasping, ghostly",4.208333333,16,1411,2,Sort of a weird UFO type sound mixed with a sonar type sound. Made with FM synthesis.,3.954784581,4341,http://creativecommons.org/licenses/by/3.0/,C_S 7.aif,12,https://www.freesound.org/data/previews/4/4341_7037-hq.mp3,https://www.freesound.org/data/previews/4/4341_7037-hq.ogg,44100,"fm-synthesis,noise,processed,space",aif,https://www.freesound.org/people/Corsica_S/sounds/4341/,Corsica_S
637324966,1/8/2015 12:42:00,1521277747,1/8/2015 12:41:11,false,prodege,1.0,27939470,GBR,X5,Cardiff,2.101.226.183,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",0,1,1,1,0,1,0,1,1,0,1,1,1,2,0,0,0,0,1,17,0,1,WEIRD HOLLOW SOUND,4.208333333,16,1411,2,Sort of a weird UFO type sound mixed with a sonar type sound. Made with FM synthesis.,3.954784581,4341,http://creativecommons.org/licenses/by/3.0/,C_S 7.aif,12,https://www.freesound.org/data/previews/4/4341_7037-hq.mp3,https://www.freesound.org/data/previews/4/4341_7037-hq.ogg,44100,"fm-synthesis,noise,processed,space",aif,https://www.freesound.org/people/Corsica_S/sounds/4341/,Corsica_S
